item,vendor_name,item_description,export_control_risk,sn_control,key_item,hazardcategory,hazardclassvalue,batterycount,sn,sn_availabled,spn,freeze_reason,reserved_name,state,c_material,wd_material_or_not,mg_material_or_not,inventory_time,storage_days,export_control_status,original_sn,product_line,sub_product_line,product,order_line,warehouse_code,warehouse_name,warehouse_address,subinv_group_code,subinv_group_name,subinv_code,inventory_qty,available_qty,fronze_qty,reserved_qty,unit,rev,version,computing_software_version,original_manufacturer,item_model,production_batch_no,production_date,rohs_compliance,quality_category,first_inbound_date,storage_days_start_date
03033FNK,HUAWEI,"Finished Board,OptiX OSN 9800&9600,TNG2OPM801,8 channel flexible bandwidth optical power monitor board(Super C-band)",Default,Y,N,Normal Cargo,,0,033FNK10N8100067,Y,,,,Good Parts,,No,No,715 days 23:47:15,716.0,,,Optical Business,WDM,OptiX OSN 9800 M24,,FRLILL-TIB,France_HWFR_LILL_FSL_TIB,TIBCO TELECOMS Bâtiment building international 68 RUE LOUIS JOSEPH GAY-LUSSAC ZAC DE LA GARE D'EAU 62220 CARVIN--Carvin-France,LILL-GMTIB,France_LILLE _HWCBG_LSP_TIBCO_SPMS Good Subinv,LILL-GMTIB,1,1,0,0,PCS,,,,,,,,,,2023-05-02 23:37:42,2023-05-02 23:37:42
03026SUX,HUAWEI,"Manufactured Board,OptiX OSN 9800&9600,TNG2WDAPXF,OA board with C band pluggable port and L band pluggable port, with C and L band XFIU",Default,Y,N,Normal Cargo,,0,102150019208,Y,,,,Good Parts,,No,No,1190 days 23:38:37,1191.0,,,Optical Business,WDM,OptiX OSN 9800 M12,,FRLILL-TIB,France_HWFR_LILL_FSL_TIB,TIBCO TELECOMS Bâtiment building international 68 RUE LOUIS JOSEPH GAY-LUSSAC ZAC DE LA GARE D'EAU 62220 CARVIN--Carvin-France,LILL-GMTIB,France_LILLE _HWCBG_LSP_TIBCO_SPMS Good Subinv,LILL-GMTIB,1,1,0,0,PCS,,,,,,,,,,2022-01-12 23:46:20,2022-01-12 23:46:20
03025VYB,HUAWEI,"Manufactured Board,OptiX OSN 9800&9600 M05,TME1EFI,EMI Filter Interface Board",4.0,Y,N,Normal Cargo,,0,025VYB10N6100190,Y,,,,Good Parts,,No,No,953 days 07:50:38,954.0,,,Optical Business,WDM,OptiX OSN 9800 M05,,FRLILL-TIB,France_HWFR_LILL_FSL_TIB,TIBCO TELECOMS Bâtiment building international 68 RUE LOUIS JOSEPH GAY-LUSSAC ZAC DE LA GARE D'EAU 62220 CARVIN--Carvin-France,LILL-GMTIB,France_LILLE _HWCBG_LSP_TIBCO_SPMS Good Subinv,LILL-GMTIB,1,1,0,0,PCS,,,,,,,,,,2022-09-07 15:34:19,2022-09-07 15:34:19
34070312,HUAWEI,"Fiber Amplifier,Pluggable Optical Amplifier, Extended C-band, Gain 13~23dB, Max 21.5dBm Out,TNG3OACE106",Default,Y,N,Normal Cargo,,0,SP340703123A3013415A,Y,,,,Good Parts,,No,No,,,,,Optical Business,WDM,OptiX OSN 9800 M12,,FRLILL-TIB,France_HWFR_LILL_FSL_TIB,TIBCO TELECOMS Bâtiment building international 68 RUE LOUIS JOSEPH GAY-LUSSAC ZAC DE LA GARE D'EAU 62220 CARVIN--Carvin-France,LILL-GMTIB,France_LILLE _HWCBG_LSP_TIBCO_SPMS Good Subinv,LILL-GMTIB,1,1,0,0,PCS,,,,,,,,,,,
34070315,HUAWEI,"Fiber Amplifier,Pluggable Optical Amplifier, Extended C-band, Gain 8~14dB, Max 21.5dBm Out,TNG3OACE108",Default,Y,N,Normal Cargo,,0,SP340703153A3013417A,Y,,,,Good Parts,,No,No,,,,,Optical Business,WDM,OptiX OSN 9800 M12,,FRLILL-TIB,France_HWFR_LILL_FSL_TIB,TIBCO TELECOMS Bâtiment building international 68 RUE LOUIS JOSEPH GAY-LUSSAC ZAC DE LA GARE D'EAU 62220 CARVIN--Carvin-France,LILL-GMTIB,France_LILLE _HWCBG_LSP_TIBCO_SPMS Good Subinv,LILL-GMTIB,1,1,0,0,PCS,,,,,,,,,,,
34070304,HUAWEI,"Fiber Amplifier,Pluggable Optical Amplifier, ultra C-band , Gain 16~21dB, Max 22.5dBm Out,TNG2OACU21S",Default,Y,N,Normal Cargo,,0,SP340703043A3013418A,Y,,,,Good Parts,,No,No,,,,,Optical Business,WDM,OptiX OSN 9800 M12,,FRLILL-TIB,France_HWFR_LILL_FSL_TIB,TIBCO TELECOMS Bâtiment building international 68 RUE LOUIS JOSEPH GAY-LUSSAC ZAC DE LA GARE D'EAU 62220 CARVIN--Carvin-France,LILL-GMTIB,France_LILLE _HWCBG_LSP_TIBCO_SPMS Good Subinv,LILL-GMTIB,1,1,0,0,PCS,,,,,,,,,,,
34070305,HUAWEI,"Fiber Amplifier,Pluggable Optical Amplifier, ultra C-band , Gain 19~25dB, Max 22.5dBm Out,TNG2OACU25S",Default,Y,N,Normal Cargo,,0,SP340703053A3013419A,Y,,,,Good Parts,,No,No,,,,,Optical Business,WDM,OptiX OSN 9800 M12,,FRLILL-TIB,France_HWFR_LILL_FSL_TIB,TIBCO TELECOMS Bâtiment building international 68 RUE LOUIS JOSEPH GAY-LUSSAC ZAC DE LA GARE D'EAU 62220 CARVIN--Carvin-France,LILL-GMTIB,France_LILLE _HWCBG_LSP_TIBCO_SPMS Good Subinv,LILL-GMTIB,1,1,0,0,PCS,,,,,,,,,,,
34070309,HUAWEI,"Fiber Amplifier,Pluggable Optical Amplifier, Extended C-band, Gain 20~31dB, Max 21.5dBm Out,TNG3OACE101",Default,Y,N,Normal Cargo,,0,SP340703093A3013420A,Y,,,,Good Parts,,No,No,,,,,Optical Business,WDM,OptiX OSN 9800 M12,,FRLILL-TIB,France_HWFR_LILL_FSL_TIB,TIBCO TELECOMS Bâtiment building international 68 RUE LOUIS JOSEPH GAY-LUSSAC ZAC DE LA GARE D'EAU 62220 CARVIN--Carvin-France,LILL-GMTIB,France_LILLE _HWCBG_LSP_TIBCO_SPMS Good Subinv,LILL-GMTIB,1,1,0,0,PCS,,,,,,,,,,,
03033FRA,HUAWEI,"Finished Board,OptiX OSN 1800,TMB1LDCA,2 x 100Gbit/s Or 10 x 10Gbit/s Multi-rate Ports Wavelength Conversion Board(100G Line Capacity Included, RTU Extension Supported)",Default,Y,N,Normal Cargo,,0,033FRA10MA000300,Y,,,,Good Parts,,No,No,953 days 07:57:30,954.0,Not Controlled,,Optical Business,WDM,OptiX OSN 1800,,FRLILL-TIB,France_HWFR_LILL_FSL_TIB,TIBCO TELECOMS Bâtiment building international 68 RUE LOUIS JOSEPH GAY-LUSSAC ZAC DE LA GARE D'EAU 62220 CARVIN--Carvin-France,LILL-GMTIB,France_LILLE _HWCBG_LSP_TIBCO_SPMS Good Subinv,LILL-GMTIB,1,1,0,0,PCS,,,,,,,,,,2022-09-07 15:27:27,2022-09-07 15:27:27
03033HKC,HUAWEI,"Finished Board,OptiX OSN 1800,TMK5SXCH02,Universal Cross Connect,System Control and Clock Processing Board with TB",Default,Y,N,Normal Cargo,,0,033HKC10L9000232,Y,,,,Good Parts,,No,No,750 days 02:37:33,751.0,,,Optical Business,WDM,OptiX OSN 1800,,FRLILL-TIB,France_HWFR_LILL_FSL_TIB,TIBCO TELECOMS Bâtiment building international 68 RUE LOUIS JOSEPH GAY-LUSSAC ZAC DE LA GARE D'EAU 62220 CARVIN--Carvin-France,LILL-GMTIB,France_LILLE _HWCBG_LSP_TIBCO_SPMS Good Subinv,LILL-GMTIB,1,1,0,0,PCS,,,,,,,,,,2023-03-29 20:47:24,2023-03-29 20:47:24
03033FTQ,HUAWEI,"Finished Board,OptiX OSN 1800,TMK1GTA,10*Multi-rate Universal Service Processing Board",Default,Y,N,Normal Cargo,,0,033FTQ10N4100044,Y,,,,Good Parts,,No,No,953 days 07:57:30,954.0,Not Controlled,,Optical Business,WDM,OptiX OSN 1800,,FRLILL-TIB,France_HWFR_LILL_FSL_TIB,TIBCO TELECOMS Bâtiment building international 68 RUE LOUIS JOSEPH GAY-LUSSAC ZAC DE LA GARE D'EAU 62220 CARVIN--Carvin-France,LILL-GMTIB,France_LILLE _HWCBG_LSP_TIBCO_SPMS Good Subinv,LILL-GMTIB,1,1,0,0,PCS,,,,,,,,,,2022-09-07 15:27:27,2022-09-07 15:27:27
03033FRH,HUAWEI,"Finished Board,OptiX OSN 1800,TMB1APIU,AC Power Interface Board",Default,Y,N,Normal Cargo,,0,033FRH10N7100276,Y,,,,Good Parts,,No,No,953 days 07:57:30,954.0,,,Optical Business,WDM,OSN1800,,FRLILL-TIB,France_HWFR_LILL_FSL_TIB,TIBCO TELECOMS Bâtiment building international 68 RUE LOUIS JOSEPH GAY-LUSSAC ZAC DE LA GARE D'EAU 62220 CARVIN--Carvin-France,LILL-GMTIB,France_LILLE _HWCBG_LSP_TIBCO_SPMS Good Subinv,LILL-GMTIB,1,1,0,0,PCS,,,,,,,,,,2022-09-07 15:27:27,2022-09-07 15:27:27
03033MUS,HUAWEI,"Finished Board,OptiX OSN 1800,TMK5PIU,Power Interface Board",Default,Y,N,Normal Cargo,,0,033MUS10N2103833,Y,,,,Good Parts,,No,No,953 days 07:57:30,954.0,,,Optical Business,WDM,OSN1800,,FRLILL-TIB,France_HWFR_LILL_FSL_TIB,TIBCO TELECOMS Bâtiment building international 68 RUE LOUIS JOSEPH GAY-LUSSAC ZAC DE LA GARE D'EAU 62220 CARVIN--Carvin-France,LILL-GMTIB,France_LILLE _HWCBG_LSP_TIBCO_SPMS Good Subinv,LILL-GMTIB,1,1,0,0,PCS,,,,,,,,,,2022-09-07 15:27:27,2022-09-07 15:27:27
03033FRQ,HUAWEI,"Finished Board,OptiX OSN 1800V,TMK5FAN",Default,Y,N,Normal Cargo,,0,033FRQ10N6100006,Y,,,,Good Parts,,No,No,953 days 07:57:30,954.0,,,Optical Business,WDM,OSN1800V,,FRLILL-TIB,France_HWFR_LILL_FSL_TIB,TIBCO TELECOMS Bâtiment building international 68 RUE LOUIS JOSEPH GAY-LUSSAC ZAC DE LA GARE D'EAU 62220 CARVIN--Carvin-France,LILL-GMTIB,France_LILLE _HWCBG_LSP_TIBCO_SPMS Good Subinv,LILL-GMTIB,1,1,0,0,PCS,,,,,,,,,,2022-09-07 15:27:27,2022-09-07 15:27:27
02301698,HUAWEI,"Backplane Subrack (shelf, frame),OptiX OSN 1800 V Pro,TMK5K02AFB,Assembly Chassis(5U,DC,with fiber storage)",Default,N,N,Normal Cargo,,0,,,,,,Good Parts,,No,No,,,,,Optical Business,WDM,OptiX OSN 1800,,FRLILL-TIB,France_HWFR_LILL_FSL_TIB,TIBCO TELECOMS Bâtiment building international 68 RUE LOUIS JOSEPH GAY-LUSSAC ZAC DE LA GARE D'EAU 62220 CARVIN--Carvin-France,LILL-GMTIB,France_LILLE _HWCBG_LSP_TIBCO_SPMS Good Subinv,LILL-GMTIB,1,1,0,0,PCS,,,,,,,,,,,
02301708,HUAWEI,"Backplane Subrack (shelf, frame),OptiX OSN 1800 V Pro,TMK5K04AFB,Assembly Chassis(5U,AC,1500W,with fiber storage)",Default,N,N,Normal Cargo,,0,,,,,,Good Parts,,No,No,,,,,Optical Business,WDM,OptiX OSN 1800,,FRLILL-TIB,France_HWFR_LILL_FSL_TIB,TIBCO TELECOMS Bâtiment building international 68 RUE LOUIS JOSEPH GAY-LUSSAC ZAC DE LA GARE D'EAU 62220 CARVIN--Carvin-France,LILL-GMTIB,France_LILLE _HWCBG_LSP_TIBCO_SPMS Good Subinv,LILL-GMTIB,1,1,0,0,PCS,,,,,,,,,,,
03033QWD,HUAWEI,"Finished Board,OptiXtrans E9605,Equipment Fan Box",Default,Y,N,Normal Cargo,,0,033QWD10MC100004,Y,,,,Good Parts,,No,No,944 days 08:36:28,945.0,,,Optical Business,WDM,OptiXtrans E9605,,FRLILL-TIB,France_HWFR_LILL_FSL_TIB,TIBCO TELECOMS Bâtiment building international 68 RUE LOUIS JOSEPH GAY-LUSSAC ZAC DE LA GARE D'EAU 62220 CARVIN--Carvin-France,LILL-GMTIB,France_LILLE _HWCBG_LSP_TIBCO_SPMS Good Subinv,LILL-GMTIB,1,1,0,0,PCS,,,,,,,,,,2022-09-16 14:48:29,2022-09-16 14:48:29
02301744,HUAWEI,"Backplane Subrack (shelf, frame),OptiXtrans E9605,TMEK1AFB05,Assembly SubRack(DC)",Default,Y,N,Normal Cargo,,0,2102301744N0MC000046,Y,,,,Good Parts,,No,No,953 days 07:50:38,954.0,,,Optical Business,WDM,OptiXtrans E9605,,FRLILL-TIB,France_HWFR_LILL_FSL_TIB,TIBCO TELECOMS Bâtiment building international 68 RUE LOUIS JOSEPH GAY-LUSSAC ZAC DE LA GARE D'EAU 62220 CARVIN--Carvin-France,LILL-GMTIB,France_LILLE _HWCBG_LSP_TIBCO_SPMS Good Subinv,LILL-GMTIB,1,1,0,0,PCS,,,,,,,,,,2022-09-07 15:34:19,2022-09-07 15:34:19
34062528,HUAWEI,"High Speed Transceiver,QSFP28,1295~1310nm,103.125&111.81Gb/s,-2.9dBm,2.9dBm,-20.9dBm,LC,SMF,40km",Default,Y,N,Normal Cargo,,0,SP340625283A3013423A,Y,,,,Good Parts,,No,No,,,Not Controlled,,Optical Business,WDM,OptiX OSN 9600 U32E,,FRLILL-TIB,France_HWFR_LILL_FSL_TIB,TIBCO TELECOMS Bâtiment building international 68 RUE LOUIS JOSEPH GAY-LUSSAC ZAC DE LA GARE D'EAU 62220 CARVIN--Carvin-France,LILL-GMTIB,France_LILLE _HWCBG_LSP_TIBCO_SPMS Good Subinv,LILL-GMTIB,1,1,0,0,PCS,,,,,,,,,,,
34062528,HUAWEI,"High Speed Transceiver,QSFP28,1295~1310nm,103.125&111.81Gb/s,-2.9dBm,2.9dBm,-20.9dBm,LC,SMF,40km",Default,Y,N,Normal Cargo,,0,SP340625283A3013425A,Y,,,,Good Parts,,No,No,,,Not Controlled,,Optical Business,WDM,OptiX OSN 9600 U32E,,FRLILL-TIB,France_HWFR_LILL_FSL_TIB,TIBCO TELECOMS Bâtiment building international 68 RUE LOUIS JOSEPH GAY-LUSSAC ZAC DE LA GARE D'EAU 62220 CARVIN--Carvin-France,LILL-GMTIB,France_LILLE _HWCBG_LSP_TIBCO_SPMS Good Subinv,LILL-GMTIB,1,1,0,0,PCS,,,,,,,,,,,
34061362-001,HUAWEI,"Low Speed Transceiver,eSFP,1511(TX)/1400~1620(RX),STM-1,0.5dBm,5dBm,-41dBm,LC,SM,150km,support OTDR 2.0-001",Default,Y,N,Normal Cargo,,0,SP34061362-0013A3013426A,Y,,,,Good Parts,,No,No,,,,,Optical Business,WDM,OptiX OSN 8800,,FRLILL-TIB,France_HWFR_LILL_FSL_TIB,TIBCO TELECOMS Bâtiment building international 68 RUE LOUIS JOSEPH GAY-LUSSAC ZAC DE LA GARE D'EAU 62220 CARVIN--Carvin-France,LILL-GMTIB,France_LILLE _HWCBG_LSP_TIBCO_SPMS Good Subinv,LILL-GMTIB,1,1,0,0,PCS,,,,,,,,,,,
34061362-001,HUAWEI,"Low Speed Transceiver,eSFP,1511(TX)/1400~1620(RX),STM-1,0.5dBm,5dBm,-41dBm,LC,SM,150km,support OTDR 2.0-001",Default,Y,N,Normal Cargo,,0,SP34061362-0013A3013428A,Y,,,,Good Parts,,No,No,,,,,Optical Business,WDM,OptiX OSN 8800,,FRLILL-TIB,France_HWFR_LILL_FSL_TIB,TIBCO TELECOMS Bâtiment building international 68 RUE LOUIS JOSEPH GAY-LUSSAC ZAC DE LA GARE D'EAU 62220 CARVIN--Carvin-France,LILL-GMTIB,France_LILLE _HWCBG_LSP_TIBCO_SPMS Good Subinv,LILL-GMTIB,1,1,0,0,PCS,,,,,,,,,,,
34061362-001,HUAWEI,"Low Speed Transceiver,eSFP,1511(TX)/1400~1620(RX),STM-1,0.5dBm,5dBm,-41dBm,LC,SM,150km,support OTDR 2.0-001",Default,Y,N,Normal Cargo,,0,SP34061362-0013A3013429A,Y,,,,Good Parts,,No,No,,,,,Optical Business,WDM,OptiX OSN 8800,,FRLILL-TIB,France_HWFR_LILL_FSL_TIB,TIBCO TELECOMS Bâtiment building international 68 RUE LOUIS JOSEPH GAY-LUSSAC ZAC DE LA GARE D'EAU 62220 CARVIN--Carvin-France,LILL-GMTIB,France_LILLE _HWCBG_LSP_TIBCO_SPMS Good Subinv,LILL-GMTIB,1,1,0,0,PCS,,,,,,,,,,,
